title,genre
Pay Up,horror
Everything's Gone Green,crime
Area 51 Confidential,scifi
The Church,horror
Pettson and Findus: Findus Moves House,family
Wrath of Van Helsing,horror
Road to Alcatraz,crime
Our Little Sister,family
The Fever (IV),mystery
Landsbylægen,romance
The Hitman's Bodyguard,crime
The Cokeville Miracle,family
Passion,romance
Suzy,romance
The Thirty Nine Steps,mystery
Ala Modalaindi,romance
Who the Fuck Are You,mystery
The Force Within,crime
Outpost,action
"Adios, amor...",thriller
The Confidence Men,thriller
Attack the Block 2,action
All Is Lost,adventure
Moonlight Masquerade,romance
It Takes Three,romance
Anandabhadram,romance
Legionnaire,action
Sengoku: Bloody Agent,action
The Axeman,mystery
Haunted at 21,horror
Robot Heart,family
Look Closer,mystery
Attack on Titan,fantasy
The Ghost Who Walks,crime
Close to the Edge,scifi
Jack Hunter's Blamed,horror
Raised by Wolves,horror
Arcadia,adventure
Something from Tiffany's,romance
Hollow Triumph,crime
Congo Bill,adventure
Race to Witch Mountain,adventure
Jack's Back,mystery
Rendez-vous,crime
Don't Go Into the House by the Woods,mystery
Money for Angels,crime
An American Terror,mystery
Cinderfella,romance
Hostile,scifi
Ley Lines,crime
Accidental Letter to China,action
"The Girl Who Ventured West, a Johnny Appleseed Story",adventure
Above the Rim,thriller
Eternal Love of Su-il and Sun-ae,romance
Under-Cover Man,crime
El mensajero del miedo,scifi
Screamtime,fantasy
Monolith,scifi
The Perfumed Hill,romance
Holidays,horror
The Knot,romance
Dimasalang,action
Rule Britannia,fantasy
One Under the Sun,mystery
The Big Guy,crime
Constantino Fortunato,adventure
All Roads Lead Home,family
Deep Minds,fantasy
Spider-Man: Across the Spider-Verse,adventure
The Jester's Plane: A Curious Journey Down the Rabbithole,mystery
Zoo Baby,family
Poorna,adventure
MilzaMan,crime
Gentlemannagangstern,crime
Eiga Hugtto! Precure x Futari wa Precure: All Stars Memories,action
Robots,scifi
Nitten røde roser,crime
The Transformers: The Movie,family
Lunar,scifi
Nebelmörder,mystery
Kdyby tisíc klarinetu,fantasy
J. Kessels,adventure
La paura trema contro,thriller
Graves & Bones,horror
Available,thriller
Sing je wai wong,crime
Diggery,horror
"Ome, the Recyler",adventure
Xuxa e os Duendes,adventure
End of the World,adventure
Cyber Vengeance,thriller
Children Peking Opera Singers,family
Grandfather's Century,scifi
Slipdream,scifi
Beanie,adventure
Saving His Soul,thriller
The Butterfly Murders,mystery
Far Off,scifi
Foreign Bodies,family
Terminator 3: Rise of the Machines,scifi
Suicide Grip,action
The Real Target,action
The Diamond from the Sky,adventure
Binnaz,romance
Following,mystery
The Island of Despair,adventure
Rasa,action
Atragon,adventure
Going Down,thriller
Immer bei Vollmond,crime
The Power,scifi
40 & Climbing,adventure
The Amazing Dobermans,family
Al-nemr wa al-ontha,action
Dry Spell,thriller
The Private Lives of Pippa Lee,romance
Amidst the Devil's Wings,crime
6 Bullets to Hell,adventure
Number One with a Bullet,crime
Queen Kong,adventure
Mitchell,thriller
The Boys from Brazil,thriller
Valóság.exe,scifi
The Last Round,crime
Sri Manjunatha,family
The Snow Queen,fantasy
Harry and the Hendersons,family
White Devil,horror
Zhongkui: Snow Girl and the Dark Crystal,romance
Votre dévoué Blake,crime
Playdurizm,horror
Star Time,mystery
For Whom the Alchemist Exists: The Movie,adventure
Princess and the Dragon,family
Zarzal,horror
True Colors,action
Burst City,scifi
Mario,fantasy
Country Love,romance
Tokyo Fiancée,romance
Unfallen,action
La sombra del gallo,crime
Quattro Noza,action
Nowhere Fast,horror
Cutie Honey,adventure
My Sisters,thriller
Genkai-nada,crime
Vash,mystery
The Detective,mystery
Assassins in Dallas,action
Followed,thriller
Untitled,horror
Mako: The Jaws of Death,action
Zombie,horror
Theo,family
24 Hours to Live,scifi
Freez'er,thriller
Throwaways,thriller
Caleuche: El llamado del Mar,fantasy
The Rookie Cop,adventure
Everything for the Woman,romance
Fallout Frank,action
The Hyena,mystery
The Blue Mauritius,action
Savage High,mystery
Hard Midnight,crime
The Kennel Murder Case,mystery
Siyah melek,romance
The Last Note,mystery
Wrath of the Viper Sniper,scifi
Texas Cotton,crime
The Inspector Chronicles,scifi
Space Master X-7,scifi
Season of Love,romance
The Professional,action
One Small Hero,family
Tevar,thriller
The Lifeguardsman,adventure
El guardavías,fantasy
Malice in Wonderland,fantasy
The Hunted,horror
On the Silver Globe,adventure
Invasion Earth!,scifi
The Holy Mountain,fantasy
La parola segreta,fantasy
The Brawl Busters,adventure
Mam diaw hua liam hua laem,family
Diamond Eye,adventure
Gintama Live Action the Movie,fantasy
Detention,thriller
Divinity,fantasy
A Bucket of Blood,horror
90 Ghanta,action
Die schwarzen Brüder,adventure
Andersen monogatari,family
Big Bad Wolf,horror
Cubed,scifi
Planet Ottakring,romance
Warrioress,adventure
The Advent of Mebiar,scifi
Rain Who Kills Alone,action
Timelock,scifi
Bullitt,thriller
Impulse,mystery
Bin Bulaye Baraati,crime
Limbo,adventure
The Legend of Pinky Pinky,horror
The Door with Seven Locks,mystery
Adventurous Treasure Island,fantasy
Nine Guests for a Crime,mystery
Hangin' Out with Cici,family
Anarchy in the U.K.,action
The Lost Face,scifi
Ehrimen: Kanli Yol,fantasy
Wo zhi nv ren xin,scifi
Malaal,action
Aankhen,action
The Grey,adventure
Come Play,mystery
Forsaken Horizon,fantasy
Valse royale,romance
A Muse,romance
The Abduction Club,action
Resurrected,scifi
No Place Like Home,family
The Train of Separation,romance
The Night Stalker,horror
Dark Tower,mystery
The Black Battlefront Kidnappers,action
City of Mice,adventure
Dost Dushman,adventure
Shrek Forever After,romance
Asphyxia,crime
Greed,adventure
"Para ligo, para ponto, para triha",romance
Perfect Victims,horror
Not a funny thing 3,fantasy
Hopekillers,mystery
Loyalties,crime
"Loggerville, USA",romance
Against the Law,crime
Doctor Sleep,fantasy
Prayanam,romance
Over the Next Horizon,adventure
Sicarivs: La noche y el silencio,thriller
MMA Diva,action
Il gioco delle ombre,horror
Sergeant Tutu,action
Big Fat American Monster: Operation KAIJU,scifi
Out of the Dark,horror
Merlin: The Return,adventure
Gangsta Girls,romance
Mama O Chandamama,romance
5 Souls,thriller
Lost Things,horror
Amour Éternel,romance
Mat the Cat,family
Anguish,fantasy
Endstation Rote Laterne,crime
Silent Hill,mystery
The Green Conspiracy,mystery
Solitary Confinement,crime
Wish Upon a Unicorn,fantasy
James and the Giant Peach,fantasy
Dead Space,horror
Dream Man,mystery
Genii of Darkness,mystery
Wolf Warrior,crime
Devil's Night,horror
Mafia is Calling,crime
Canswer,horror
Eternal Sin,action
Two for the Girl,adventure
Molly,crime
The Ice Age Adventures of Buck Wild,family
Purge,scifi
Criminal Xing,crime
Half a Truth,crime
The Rental,mystery
A Rebel Born,action
Mad Mission 3: Our Man from Bond Street,action
A Nightmare on Elm Street: The Dream Thief,horror
The Snow Queen,family
You Don't Deserve This,romance
Monte Carlo Nights,mystery
The Wonderful Land of Oz,family
Sasneham Sumithra,mystery
Aku Masih Dara,romance
Paramasivan,thriller
Rupture,scifi
Waterline,crime
Can't Help Singing,romance
Fireworks,action
The Perfect Man,family
The Eye,mystery
Wo di,mystery
Cactus Flower,romance
The Biscuit Eater,family
Driver's Ed Mutiny,adventure
Faerie Lights,fantasy
Wonsan gongjak,mystery
Homicidal Vengeance,action
The Tech Killers,mystery
Boy with a Gun,action
Max Impact,family
House of Deadly Secrets,horror
Affiliated,action
Ip Man 3,action
Arthur Christmas,adventure
Far Out,crime
A Staircase in the Woods,scifi
Les coeurs héroïques,family
Universal,scifi
The Pack,horror
Wo hu,crime
Malenkiy prints,family
Atomic Shark,thriller
Martial Club,action
Bucket of Blood,horror
Here Comes the Bride,fantasy
Find Me,mystery
The Castle of Baron Finch,horror
Mel's Hole,horror
Finding 'Ohana,family
Fool N Final,action
The Trio Stars,family
Manhandled,crime
The Ornate Anatomy of Living Things,fantasy
Paint It Red,crime
Balsamus l'uomo di Satana,fantasy
Forbidden Planet,adventure
The Legend of Zelda: A Link to the Past,action
Raat Jaga Phool,thriller
Barren Lands,adventure
Aragami,action
Private Targets,action
Kiss the Girls and Make Them Die,action
Superior,scifi
The Girl with All the Gifts,thriller
Ciak si muore,mystery
The Mummy Returns,adventure
SuperMarioLogan: Infinity War,action
Acorn,fantasy
Killing Demons,thriller
Possessione demoniaca,horror
Sweetest Love,romance
Certified Dead,mystery
Tommy Taffy,horror
The Man with Two Faces,mystery
The Tenth Bullet Scar,mystery
Finger Print,thriller
American Nightmare,horror
Star Trek: Nemesis,action
Subconscious III: The Final Chapter,adventure
Body Lost,scifi
All I Want for Christmas,romance
Nightmare Cinema,mystery
The Quiet Room,horror
Remember Redfield,horror
The Secret Hitman,crime
All Our Sins,thriller
Sampiyon,romance
Kerala Nattilam Pengaludane,family
The Healing Sound,fantasy
Peking Express,action
Senses,horror
Petrov's Flu,scifi
Banished,action
The Return of Sherlock Holmes,mystery
A Knife for the Ladies,mystery
Tras la pared,romance
Sky High,scifi
Breaking Free,adventure
Mayra Cain,mystery
Neutron vs. the Maniac,fantasy
Maschinenblut - Machine's Blood,crime
Bushfire Moon,family
A New York Heartbeat,crime
Juarez 2045,adventure
Snapshot Wedding,romance
Shikshaa,family
Accident,action
Speed of Life,mystery
Nadu Iravil,mystery
Knowing Men,romance
Junkyard,scifi
New Prime,scifi
Punch the Clock,crime
Toys & Pets,adventure
Meteor,thriller
New Kids Nitro,action
Aks,action
Ga-ga: Glory to the Heroes,horror
e'Tzaintes,fantasy
World of Wielders: The Gatekeeper,adventure
Santa Klawn,thriller
Shen nu meng,fantasy
Paranormal Extremes: Text Messages from the Dead,horror
Kiss Me Goodbye,romance
Smurfs: The Lost Village,fantasy
What You See Is What You Get,thriller
Vanishing Days,mystery
Babusca's Adventures,adventure
The Sound of Murder,thriller
Tobor the Great,scifi
Johnston and Lindsey,action
O21,thriller
Detective Conan: Private Eye in the Distant Sea,adventure
The Satan Bug,scifi
The Land Christmas Forgot,family
Anak ng Sultan,action
Three Days and a Life,thriller
Sci-Fi High: The Movie Musical,romance
Trip to Bhangarh: Asia's Most Haunted Place,horror
Under the Influence,thriller
The Rules of the Game,crime
Metropolis,scifi
The Devilfish Project,scifi
Umezu Kazuo: Kyôfu gekijô - Mushi-tachi no ie,horror
Remain Silent,mystery
The Gallows Tree,horror
Chop,scifi
Colors,family
The Golden Ball,family
Wicked: Part Two,family
Plop en de pinguïn,family
Tirupathi,action
X-Men Origins: Wolverine,action
All Our Sins,mystery
Revenant,horror
Drums of Tahiti,action
Manos libres,crime
Brundaavana,family
Toy Story 4,fantasy
Verbovshchik,thriller
Vincent,thriller
"Walk by Faith, Not by Sight",adventure
The Dance of Reality,fantasy
11:14,mystery
The Prince,scifi
Misbehave,mystery
Na Bhayam Na Lajja,thriller
One Day,family
Queen by Allstars U.S.A Entertainment,family
Mortuary,mystery
Mortal Kombat,adventure
The Secret Life of Pets 2,family
eXistenZ,mystery
The Skulls,crime
Dziesieciu z Pawiaka,action
Blood Stained Shoes,horror
Silent Sound,mystery
Three Lives and Only One Death,crime
The Extraordinary Adventures of Adèle Blanc-Sec,family
Csak semmi pánik...,crime
Basmati Blues,romance
Once Upon a Time in China II,romance
Genicide A Die Hard Story,action
The Limbo Jar,scifi
Gemini,crime
Maara,mystery
Asteroids,action
Night of Bloody Horror,horror
Spark: A Space Tail,fantasy
Imani,thriller
To Have and Have Not,adventure
Una gringa para cenar,romance
Sky High,crime
Detective Conan: Zero the Enforcer,adventure
Incredibles 2,scifi
A Whiff of Sunshine,family
Wilderness Survival for Girls,thriller
Space Pups,family
Riot,crime
Kart Racer,family
Sophie und die Raupe,family
Journey to Murder,scifi
Leopard Do Not Bite,mystery
Dead in France,thriller
Schweitzer,adventure
Big Time,action
Rose Cottage,mystery
Respect,crime
Witch on the Holy Night,action
Preternatural,mystery
Pothanur Thabal Nilayam,crime
Town In Red,horror
Sex and Zen III,horror
Guilt Is My Shadow,crime
Story Game,thriller
Saka-saka,action
Conversion,thriller
"Drones, Clones and Pheromones",scifi
Follow That Woman,crime
Christmas Carol: The Movie,family
Call TV,thriller
Tootu Madike,mystery
Overexposed,thriller
How to Steal the World,crime
Little Graves,mystery
Santos,scifi
Invictus Basketball,action
Big Ass Spider!,adventure
Release from Heaven,adventure
Johnny Games,action
Artisse,family
Ghoster,fantasy
Ajay,action
For the Love of Mike,family
Silveraven,scifi
Riaru onigokko,mystery
Alternate Ending,thriller
Ggoma sarang,action
Bettada Jeeva,family
Herencia trágica,crime
The Martian,scifi
Ghosts of War,thriller
Lord of Illusions,horror
Death Warrant,thriller
The Masked Saint,fantasy
10 Count,thriller
The Darwin Awards,adventure
Merlin,adventure
Missing Boy,family
Legend of Deification,action
Kuththu,action
The Last Warrior,adventure
For Queen & Country,crime
Deadtime Stories: Volume 2,mystery
Get in the Dark,horror
Sick-o-pathics,horror
Heer Raanjha,family
Pickles and Chocolate Cake,family
Radio Silence,horror
Undertaker,action
The Next 48 Hours,action
Die Erbsünde,horror
Ein Elefant im Krankenhaus,family
Addae,adventure
The Gambler and the Lady,crime
The Interruption of Martin Jefferson,scifi
Haring tulisan,adventure
I Live Above You,thriller
Hitmen,action
Evil Never Dies: The Legacy of Michael Myers,horror
Bamse och vulkanön,family
Doctor Blood's Coffin,scifi
Help,mystery
Little Bigfoot 2: The Journey Home,family
Bank Roll,crime
Split Lip,action
Mother of Invention,family
Magic Christmas Tree,family
Chasing Liberty,romance
Amour-Eux,romance
Show People,romance
Mahal,horror
The Lost Camera,mystery
Assassin Queen,action
Hercules in the Haunted World,adventure
Salvage,thriller
The Flood,family
Echoes in the Wind,horror
Ayudame,horror
Ginger Snaps,fantasy
A Year from Now,fantasy
My Substitute Is an Alien,family
Skandh,action
Livid,horror
Revenge of the Street Warrior,thriller
Domestic Partnership,romance
My Magical Life,fantasy
Volshebnyy portret,fantasy
The Bunnyman Massacre,horror
And Next Year at Lake Balaton,adventure
Soudamini,horror
Sauerkrautkoma,crime
Chagrin,mystery
Adrenaline,scifi
The Insanity,mystery
The Promise Keeper,thriller
The In-Laws,action
The Living Dead Girl,horror
The Black Sea,mystery
The Fury of the Karate Experts,scifi
Bal Kaymak,family
All of Me,fantasy
Shadowman,scifi
Madhouse,horror
Adavi Ramudu,action
Moontrap: Target Earth,scifi
The Smiley Face Killers,crime
Boni,adventure
Vektor,horror
The Dream Stowaway,fantasy
Blasted,scifi
Plum Island,horror
Evan Almighty,fantasy
The Mysterious Lady,romance
"O Brother, Where Art Thou?",adventure
Mile End,mystery
Messenger of Death,mystery
The Kingdom of Diamonds,family
"Piccolo, Saxo et compagnie",family
Mako,adventure
Genco,fantasy
Nicotine Stains,scifi
Dark Amazon,adventure
Cinemaphobia,horror
Christmas Crime Story,crime
Elle,scifi
Headin' for Mexico,crime
F/X,thriller
Francis Covers the Big Town,crime
Delivery,scifi
Rahasyam Parama Rahasyam,mystery
How to Train Your Dragon: The Hidden World,adventure
Faces of Death,horror
The Rendezvous,adventure
Ivan Megharoopan,romance
Tears of Remedy,fantasy
The Most Assassinated Woman in the World,mystery
Kyô so sêkkusu zokû,crime
Percy Jackson & the Olympians: The Lightning Thief,family
I am going to Mars: Testing Movie,horror
Murder in Trinidad,mystery
The Gladiator,adventure
BEKS. Black Eyed Children,horror
Universal Groove,fantasy
Oigyeseo on Ulemae 3: Jeongyeok seulijagjeon,scifi
Counterfeit Son,thriller
Untitled Mike Hammer Project,crime
Phantom Lady,crime
Pero the Lump's Gang,family
Bully,crime
The Subdivision,horror
Captain America: The First Avenger,scifi
A Magical Summer,family
Spartan,mystery
Jurassic Park III,adventure
Paapi,crime
Psychopath,horror
Der Schatz der weißen Falken,family
Unholy,horror
The 1% Film,fantasy
Target: Harry,mystery
Ninja Moon Showdown,action
Imperceptible,scifi
"Play It Again, Sam",romance
Buffalo Kids,adventure
Total Recall,adventure
Devil Fetus 2: The Rape After,horror
Killing Off the Evil Side,horror
Timeline,adventure
Chetvyortaya planeta,scifi
Barbie in the Pink Shoes,family
Thread,horror
Skulltown,thriller
Ten Violent Women,crime
Spinning Man,mystery
Indian Cowboy,romance
The Amulet,mystery
Operation Christmas List,family
At Gunpoint,crime
Forbidden Photos: Third Story (Photo),crime
Joe,thriller
Ox-Head Village,horror
Mommy,mystery
Gethu,action
I Heart Doomsday,scifi
Neil,scifi
Ümmü Sibyan: Zifir,horror
Little Snowdrop,fantasy
Yogera,family
Burn My Money,thriller
Reindeer Games,adventure
Bodywork,crime
Legend,crime
Silent Retreat,horror
Saving Shiloh,family
The Daimons,fantasy
Den kæmpestore bjørn,fantasy
Lost in Karakorum,adventure
Los 3 reyes magos,family
Ninja Scroll,action
The One That Got Away,thriller
Breaking the Girls,thriller
Behind Every Lie,thriller
Peterchens Mondfahrt,fantasy
Little Ghostly Adventures of Tofu Boy,fantasy
Lady Bug,thriller
Sniper: Special Ops,action
False Identity,thriller
The Legend of Chupacabras,fantasy
Harry Potter and the Order of the Phoenix,fantasy
Death Calls,thriller
A Little Christmas Magic,fantasy
The Lost World,adventure
Road Show,adventure
The Devil's Show,horror
Lucid,adventure
Lucifer's Bride 3: Born Again Lucifer,horror
Little Nicholas,family
Dwellers: The Curse of Pastor Stokes,horror
All Hallows Evil: Lord of the Harvest,horror
International Settlement,adventure
Izo,horror
The Customer,crime
Manu,romance
Green Grass of Wyoming,family
Haunted School 2,family
The Forbidden Kingdom,adventure
